      0.00100000      0.00010870      0.00005615
      0.00200000      0.00010871      0.00005615
      0.00300000      0.00010872      0.00005615
      0.00400000      0.00010873      0.00005615
      0.00500000      0.00010874      0.00005615
      0.00600000      0.00010876      0.00005615
      0.00700000      0.00010879      0.00005616
      0.00800000      0.00010881      0.00005616
      0.00900000      0.00010884      0.00005617
      0.01000000      0.00010887      0.00005617
      0.01100000      0.00010891      0.00005617
      0.01200000      0.00010895      0.00005618
      0.01300000      0.00010899      0.00005619
      0.01400000      0.00010904      0.00005619
      0.01500000      0.00010909      0.00005620
      0.01600000      0.00010914      0.00005621
      0.01700000      0.00010920      0.00005621
      0.01800000      0.00010926      0.00005622
      0.01900000      0.00010933      0.00005623
      0.02000000      0.00010940      0.00005624
      0.02100000      0.00010947      0.00005625
      0.02200000      0.00010954      0.00005626
      0.02300000      0.00010962      0.00005627
      0.02400000      0.00010971      0.00005628
      0.02500000      0.00010980      0.00005629
      0.02600000      0.00010989      0.00005631
      0.02700000      0.00010998      0.00005632
      0.02800000      0.00011008      0.00005633
      0.02900000      0.00011018      0.00005635
      0.03000000      0.00011029      0.00005636
      0.03100000      0.00011040      0.00005638
      0.03200000      0.00011051      0.00005639
      0.03300000      0.00011063      0.00005641
      0.03400000      0.00011076      0.00005642
      0.03500000      0.00011088      0.00005644
      0.03600000      0.00011101      0.00005646
      0.03700000      0.00011115      0.00005647
      0.03800000      0.00011129      0.00005649
      0.03900000      0.00011143      0.00005651
      0.04000000      0.00011158      0.00005653
      0.04100000      0.00011174      0.00005655
      0.04200000      0.00011189      0.00005657
      0.04300000      0.00011206      0.00005659
      0.04400000      0.00011222      0.00005661
      0.04500000      0.00011240      0.00005663
      0.04600000      0.00011257      0.00005666
      0.04700000      0.00011276      0.00005668
      0.04800000      0.00011294      0.00005670
      0.04900000      0.00011313      0.00005673
      0.05000000      0.00011333      0.00005675
      0.05100000      0.00011353      0.00005677
      0.05200000      0.00011374      0.00005680
      0.05300000      0.00011395      0.00005683
      0.05400000      0.00011417      0.00005685
      0.05500000      0.00011440      0.00005688
      0.05600000      0.00011463      0.00005691
      0.05700000      0.00011486      0.00005693
      0.05800000      0.00011511      0.00005696
      0.05900000      0.00011536      0.00005699
      0.06000000      0.00011561      0.00005702
      0.06100000      0.00011587      0.00005705
      0.06200000      0.00011614      0.00005708
      0.06300000      0.00011641      0.00005712
      0.06400000      0.00011669      0.00005715
      0.06500000      0.00011698      0.00005718
      0.06600000      0.00011728      0.00005721
      0.06700000      0.00011758      0.00005725
      0.06800000      0.00011789      0.00005728
      0.06900000      0.00011821      0.00005732
      0.07000000      0.00011853      0.00005735
      0.07100000      0.00011887      0.00005739
      0.07200000      0.00011921      0.00005742
      0.07300000      0.00011956      0.00005746
      0.07400000      0.00011992      0.00005750
      0.07500000      0.00012029      0.00005754
      0.07600000      0.00012066      0.00005758
      0.07700000      0.00012105      0.00005762
      0.07800000      0.00012145      0.00005766
      0.07900000      0.00012185      0.00005770
      0.08000000      0.00012227      0.00005774
      0.08100000      0.00012270      0.00005778
      0.08200000      0.00012314      0.00005782
